"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 25 10:08:46 MSK 2020","Wed Nov 25 10:09:06 MSK 2020","19365","","","","SnowSoftware.Tests","CheckReleaseNotes","CheckReleaseNotes","Check Exist 'Snow License Manager 9.7.1 Release Note'
"
